links,title,time,content,class
https://nltimes.nl/2022/10/17/office-dutch-construction-giant-raided-possible-irregularities-shares-fall-9,"Office of Dutch construction giant raided over ""possible irregularities""; Shares fall 9%",17 October 2022 - 10:27,,Business
https://nltimes.nl/2022/10/17/three-quarters-dutch-student-data-stored-american-tech-giants-cloud,Three-quarters of Dutch student data stored on American tech giants' cloud,17 October 2022 - 09:44,,Business
https://nltimes.nl/2022/10/17/feyenoord-excelsior-team-captains-refuse-wear-rainbow-armbands,Feyenoord & Excelsior team captains refuse to wear rainbow armbands,17 October 2022 - 09:08,,Sports
https://nltimes.nl/2022/10/17/ukraine-offers-100000-reward-mh17-suspects-capture-victims-relatives-pleased,"Ukraine offers $100,000 reward for MH17 suspect's capture; Victims' relatives pleased",17 October 2022 - 08:33,,CrimePolitics
https://nltimes.nl/2022/10/17/sixth-human-trafficking-victims-exploited-parents-victims-sought-help-online,Sixth of human trafficking victims exploited by parents; More victims sought help online,17 October 2022 - 08:02,,Crime
https://nltimes.nl/2022/10/17/social-minimum-income-enough-people-trouble-national-ombudsman,"Social minimum income not enough, more people in trouble: National Ombudsman",17 October 2022 - 07:34,,Business
https://nltimes.nl/2022/10/16/ajax-takes-top-spot-putting-7-past-excelsior-vitesse-gets-first-win-cocu,Ajax takes the top spot after putting 7 past Excelsior; Vitesse gets first win under Cocu,16 October 2022 - 22:55,,Sports
https://nltimes.nl/2022/10/16/feyenoord-leapfrog-az-league-table-victory-alkmaar,Feyenoord leapfrog AZ in the league table with victory in Alkmaar,16 October 2022 - 19:06,,Sports
https://nltimes.nl/2022/10/16/orionids-meteor-shower-will-visible-next-week,Orionids meteor shower will be visible next week ,16 October 2022 - 18:30,,TechNature
https://nltimes.nl/2022/10/16/bookingcom-cancels-contracts-iranian-hires-last-minute-due-sanction-risks,Booking.com cancels contracts of Iranian hires at last minute due to 'sanction risks',16 October 2022 - 17:40,,PoliticsBusiness
https://nltimes.nl/2022/10/16/fc-utrecht-remains-psvs-favorite-opponent-eindhoven,FC Utrecht remains PSV's favorite opponent in Eindhoven,16 October 2022 - 16:52,,Sports
https://nltimes.nl/2022/10/16/ayana-wins-tcs-amsterdam-marathon-historic-debut,Ayana wins TCS Amsterdam Marathon in 'historic' debut,16 October 2022 - 16:50,,Sports
https://nltimes.nl/2022/10/16/travelers-miss-flights-eindhoven-airport-due-long-lines-check-security,"Travelers miss flights at Eindhoven Airport due to long lines at check-in, security",16 October 2022 - 16:00,,Business
https://nltimes.nl/2022/10/16/mosque-denounces-call-lgbti-violence-municipality-amsterdam,Mosque denounces call against LGBTI+ violence by the municipality of Amsterdam,16 October 2022 - 15:10,,Politics
https://nltimes.nl/2022/10/16/two-arrests-made-40-year-old-murder-case-dutch-ikon-journalists-el-salvador,Two arrests made in 40-year-old murder case of Dutch IKON journalists in El Salvador,16 October 2022 - 14:20,,CrimePolitics
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/10/16/platform-workers-suffer-poor-mental-health-study-finds,"Platform workers suffer from poor mental health, study finds",16 October 2022 - 13:30,,HealthBusinessTechInnovation
https://nltimes.nl/2022/10/16/10-year-old-girl-killed-collision-a73-6-others-injured,10-year-old girl killed in collision on A73; 6 others injured,16 October 2022 - 12:40,,1-1-2
https://nltimes.nl/2022/10/16/fnv-considers-actions-postnl-tragically-low-collective-labor-agreement,FNV considers actions at PostNL after ‘tragically low' collective labor agreement,16 October 2022 - 11:50,,Business
https://nltimes.nl/2022/10/16/dutch-police-recover-150-ransomware-decryption-keys,Dutch police recover over 150 ransomware decryption keys,16 October 2022 - 11:00,,Crime
https://nltimes.nl/2022/10/16/ns-launches-campaign-raise-awareness-passengers-visual-impairments,NS launches campaign to raise awareness of passengers with visual impairments,16 October 2022 - 10:10,,HealthBusiness
https://nltimes.nl/2022/10/16/beached-orca-dies-cadzand-shore-rescue-efforts,Beached orca dies on Cadzand shore after rescue efforts,16 October 2022 - 09:17,,TechNature
https://nltimes.nl/2022/10/16/police-arrest-50-fighting-football-fans-best-confiscate-knife-bats,"Police arrest 50 fighting football fans in Best, confiscate knife and bats ",16 October 2022 - 09:06,,CrimeSports
https://nltimes.nl/2022/10/16/shooting-near-amsterdam-central-station-injures-2-part-station-blocked,Shooting near Amsterdam Central Station injures 2; Part of station blocked off,16 October 2022 - 08:36,,Crime
https://nltimes.nl/2022/10/16/netherlands-needs-thousands-workers-energy-transition,Netherlands needs thousands of workers for energy transition,16 October 2022 - 08:15,,Business
https://nltimes.nl/2022/10/16/man-arrested-selling-fake-formula-1-tickets-worth-eu70000,"Man arrested for selling fake Formula 1 tickets worth €70,000",16 October 2022 - 07:45,,CrimeSports
https://nltimes.nl/2022/10/16/meat-consumption-slightly-increased-netherlands-research-shows,"Meat consumption slightly increased in the Netherlands, research shows",16 October 2022 - 07:15,,CultureFood
https://nltimes.nl/2022/10/15/rutte-governments-goal-cut-head-organized-crime,Rutte: government’s goal is to ‘cut off the head’ of organized crime,15 October 2022 - 19:10,,CrimePolitics
https://nltimes.nl/2022/10/15/construction-projects-around-protected-nature-reserves-90-percent-5-years,Construction projects around protected nature reserves up 90 percent in 5 years,15 October 2022 - 18:20,,PoliticsBusinessTechNature
https://nltimes.nl/2022/10/15/asylum-crisis-far-resolved-coa-figures-show,"Asylum crisis is far from resolved, COA figures show",15 October 2022 - 17:30,,HealthPolitics
https://nltimes.nl/2022/10/15/noord-holland-police-chief-allegedly-made-racist-comments-national-police-investigate,Noord-Holland police chief allegedly made racist comments; National Police investigate,15 October 2022 - 16:40,,Politics
https://nltimes.nl/2022/10/15/many-suspects-farmer-protests-farmers-om,Many suspects of farmer protests are not farmers themselves: OM,15 October 2022 - 15:50,,CrimePoliticsBusinessTechNature
https://nltimes.nl/2022/10/15/area-around-pm-mark-ruttes-residence-cordoned-due-suspicious-situation,Area around PM Mark Rutte's residence cordoned off due to 'suspicious situation',15 October 2022 - 15:06,,Crime1-1-2Politics
https://nltimes.nl/2022/10/15/lines-schiphol-passport-controls-due-sick-marechaussee-officers,Lines at Schiphol passport controls due to sick Marechaussee officers,15 October 2022 - 14:30,,Business
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/10/15/a12-near-hague-closed-due-climate-protesters,A12 near The Hague closed due to climate protesters,15 October 2022 - 13:40,,PoliticsTechNature
https://nltimes.nl/2022/10/15/eindhoven-air-traffic-paused-due-plane-overheated-brakes,Eindhoven air traffic paused due to plane with overheated brakes,15 October 2022 - 12:50,,Business
https://nltimes.nl/2022/10/15/ing-subsidiary-suspect-money-laundering-case,ING subsidiary suspect in money laundering case,15 October 2022 - 12:00,,Crime
https://nltimes.nl/2022/10/15/police-launch-investigation-arrest-woman-child-drowns-ijssel-river,"Police launch investigation, arrest woman after child drowns in IJssel river",15 October 2022 - 11:10,,Crime1-1-2
https://nltimes.nl/2022/10/15/cabinet-plans-send-minister-qatar-world-cup-parliaments-wishes,Cabinet plans to send minister to the Qatar World Cup against Parliament’s wishes,15 October 2022 - 10:20,,Politics
https://nltimes.nl/2022/10/15/government-intelligence-services-often-try-recruit-journalists-despite-risks,Government intelligence services often try to recruit journalists despite risks,15 October 2022 - 09:32,,Politics
https://nltimes.nl/2022/10/15/ukrainian-refugees-can-stay-march-2024,Ukrainian refugees can stay until March 2024,15 October 2022 - 08:54,,Politics
https://nltimes.nl/2022/10/15/dutch-man-gets-13-years-prison-amanda-todd-case,Dutch man gets 13 years in prison for Amanda Todd case,15 October 2022 - 08:26,,CrimePolitics
https://nltimes.nl/2022/10/15/10-mortgages-risk-going-underwater-next-year,Some 10% of mortgages at risk of going underwater next year,15 October 2022 - 08:15,,Business
https://nltimes.nl/2022/10/15/longer-lines-schiphol-expected-due-autumn-holidays-coronavirus,Longer lines at Schiphol expected due to the autumn holidays and coronavirus,15 October 2022 - 07:45,,Business
https://nltimes.nl/2022/10/15/man-suspected-ex-footballers-killing-ordered-stay-jail-now,Man suspected in ex-footballer's killing ordered to stay in jail for now,15 October 2022 - 07:15,,Crime
https://nltimes.nl/2022/10/14/netherlands-raises-ebola-alert-level-though-chance-infection-still-small,"Netherlands raises Ebola alert level, though chance of infection still small",14 October 2022 - 19:10,,Health
https://nltimes.nl/2022/10/14/big-cities-fear-shortage-winter-shelter-space-due-homelessness-increase,Big cities fear shortage of winter shelter space due to homelessness increase,14 October 2022 - 18:20,,1-1-2Politics
https://nltimes.nl/2022/10/14/small-businesses-eligible-eu31-billion-energy-support-april,Some small businesses eligible for up to €3.1 billion in energy support from April,14 October 2022 - 17:30,,PoliticsBusiness
https://nltimes.nl/2022/10/14/cabinet-advances-plan-address-nitrogen-issue-clarity-600-biggest-polluters,Cabinet advances plan to address nitrogen issue; No clarity over 600 biggest polluters,14 October 2022 - 16:56,,Politics
https://nltimes.nl/2022/10/14/twenty-arrested-causing-persistent-nuisance-utrecht-central-station,Twenty arrested for causing persistent nuisance at Utrecht Central Station,14 October 2022 - 15:40,,Crime
https://nltimes.nl/2022/10/14/fmr-hague-alderman-looking-forward-acquittal-corruption-case,"Fmr. Hague alderman ""looking forward to acquittal"" in corruption case",14 October 2022 - 14:50,,Crime
https://nltimes.nl/2022/10/14/video-activists-throw-tomato-soup-van-goghs-sunflowers-london-museum,Video: Activists throw tomato soup on Van Gogh's  Sunflowers in London museum,14 October 2022 - 13:47,,CultureArt
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/10/14/royal-family-get-extra-eu464000-spending-money-king-refused-comment,"Royal family to get an extra €464,000 in spending money; King refused comment",14 October 2022 - 13:10,,Politics
https://nltimes.nl/2022/10/14/russians-expelled-nl-spying-high-tech-sector-recruiting-informants-report,"Russians expelled from NL were spying on high-tech sector, recruiting informants: report",14 October 2022 - 12:34,,Politics
https://nltimes.nl/2022/10/14/busy-evening-rush-hour-expected-school-holidays-start-texel-ferries-today,Busy evening rush hour expected as school holidays start; More Texel ferries from today,14 October 2022 - 11:30,,Business
https://nltimes.nl/2022/10/14/people-falling-behind-health-insurance-payments-says-abn-amro,"More people falling behind on health insurance payments, says ABN Amro",14 October 2022 - 10:40,,Business
https://nltimes.nl/2022/10/14/covid-restrictions-needed-yet-health-min-says-vaccinations-open-everyone-12,"No Covid restrictions needed yet, Health Min. says as vaccinations open to everyone 12+",14 October 2022 - 09:47,,Health
https://nltimes.nl/2022/10/14/amsterdam-wants-force-dark-stores-move-neighborhoods-business-parks,Amsterdam wants to force dark stores to move from neighborhoods to business parks,14 October 2022 - 09:11,,Business
https://nltimes.nl/2022/10/14/netherlands-freezes-russian-oil-gas-patents-report,Netherlands freezes Russian oil and gas patents: Report,14 October 2022 - 08:42,,Business
https://nltimes.nl/2022/10/14/terrible-dutch-pm-says-threatened-princess-heart-cries-adam-mayor,"""Terrible,"" Dutch PM says about threatened princess; ""Your heart cries"": A'dam mayor",14 October 2022 - 08:15,,Crime
https://nltimes.nl/2022/10/14/woman-two-young-children-fall-ijssel-river-kampen-1-year-old-drowned,"Woman, two young children fall into IJssel river in Kampen; 1-year-old drowned",14 October 2022 - 07:34,,1-1-2
https://nltimes.nl/2022/10/14/cabinet-may-pay-substantial-part-small-business-owners-energy-bills,Cabinet may pay substantial part of small business owners’ energy bills,14 October 2022 - 07:00,,PoliticsBusiness
https://nltimes.nl/2022/10/13/psv-destroy-fc-zurich-eindhoven,PSV destroy FC Zurich in Eindhoven ,13 October 2022 - 22:52,,Sports
https://nltimes.nl/2022/10/13/average-az-sure-qualification-loss-cyprus,Average AZ not sure of qualification after loss in Cyprus,13 October 2022 - 21:15,,Sports
https://nltimes.nl/2022/10/13/feyenoord-draw-2-2-fc-midtjylland-rotterdam,Feyenoord draw 2-2 with FC Midtjylland in Rotterdam,13 October 2022 - 20:49,,Sports
https://nltimes.nl/2022/10/13/peter-r-de-vries-murder-terrorist-act-prosecutor-says-new-suspect-extradited,"Peter R. de Vries murder was a terrorist act, prosecutor says; New suspect extradited",13 October 2022 - 20:00,,Crime
